id_estabelecimento,cod_setor,latitude,longitude,dsc_estabe,categoria_original,confissao
2735,310620060640180P,-19.84551,-43.910475,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2736,310620025610638P,-20.006506,-44.026435,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2737,310620060640044P,-19.853934,-43.884826,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2738,310620005640079P,-19.896871,-43.939876,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2739,310620025610247P,-19.971279,-43.993372,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2740,310620060660190P,-19.815702,-43.894047,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2741,310620005680395P,-19.885971,-43.985565,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2742,310620005640178P,-19.875254,-43.949372,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2743,310620060660366P,-19.815712,-43.939088,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2744,310620025610620P,-19.992808,-44.002692,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2745,310620005650474P,-19.903807,-43.955349,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2746,310620005670579P,-19.946054,-43.996355,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2747,310620005670349P,-19.96525,-43.975099,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2748,310620005630253P,-19.907,-43.881882,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2749,310620060640161P,-19.844622,-43.904503,IGREJA PENTECOSTAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2750,310620060690385P,-19.830772,-43.987732,IGREJA PENTECOSTAL A COROA DE CRISTO BRI,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2751,310620005670811P,-19.950433,-43.973521,IGREJA PENTECOSTAL A FAMILIA DE JUSUS DO BRASIL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2752,310620025610343P,-19.99436,-44.029452,IGREJA PENTECOSTAL A FELICIDADE ETERNA DE SIAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2753,310620025610263P,-19.975001,-44.04834,IGREJA PENTECOSTAL A GLORIA E DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2754,310620005680314P,-19.89474,-43.990015,IGREJA PENTECOSTAL A MARCA DA PROMESSA DIVINA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2755,310620060640139P,-19.84438,-43.897891,IGREJA PENTECOSTAL A SEARA DO SENHOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2756,310620060660070P,-19.836236,-43.919244,IGREJA PENTECOSTAL AGAPE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2757,310620005630027P,-19.905057,-43.894791,IGREJA PENTECOSTAL ALFA E OMEGA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2758,310620060660363P,-19.832032,-43.90718,IGREJA PENTECOSTAL ALIANCA COM CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2759,310620060660214P,-19.814097,-43.941212,IGREJA PENTECOSTAL ALIANCA COM DEUS EM CRISTO JESUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2760,310620005630054P,-19.904303,-43.892145,IGREJA PENTECOSTAL ALIANCA ETERNA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2761,310620060660430P,-19.804473,-43.908568,IGREJA PENTECOSTAL ALTAR CELESTIAL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2762,310620005670215P,-19.949238,-43.966235,IGREJA PENTECOSTAL AMOR DO DEUS VIVO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2763,310620060640241P,-19.859033,-43.875504,IGREJA PENTECOSTAL ANUNCUANDO ASALVACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2764,310620005620467P,-19.940815,-43.909222,IGREJA PENTECOSTAL ARCA DA ALIANCA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2765,310620005630365P,-19.912584,-43.890685,IGREJA PENTECOSTAL ARCA DO AVIVAMENTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2766,310620005680399P,-19.82996,-44.010439,IGREJA PENTECOSTAL ARCA DO CONCERTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2767,310620005680335P,-19.903463,-43.997828,IGREJA PENTECOSTAL ARREBATAMENTO DA ULTIMA HORA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2768,310620060660327P,-19.828763,-43.928832,IGREJA PENTECOSTAL AS PRIMICIAS DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2769,310620060660301P,-19.83001,-43.906308,IGREJA PENTECOSTAL ASSEMBLEIA CLAMOR DA ULTIMA HORA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2770,310620005680512P,-19.828397,-44.010049,IGREJA PENTECOSTAL ASSEMBLEIA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2771,310620060640288P,-19.846982,-43.881075,IGREJA PENTECOSTAL ASSEMBLEIA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2772,310620005670328P,-19.954519,-43.971078,IGREJA PENTECOSTAL ASSEMBLEIA DOS APOSTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2773,310620005670402P,-19.951981,-43.997758,IGREJA PENTECOSTAL ATALAIA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2774,310620005670759P,-19.947746,-43.998667,IGREJA PENTECOSTAL ATALAIA DA ULTIMA HORA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2775,310620060660002P,-19.832267,-43.931328,IGREJA PENTECOSTAL AVIVAMENTO DA ULTIMA HORA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2776,310620060690075P,-19.826683,-43.9835,IGREJA PENTECOSTAL AVIVAMENTO DA ULTIMA HORA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2777,310620060690351P,-19.827731,-43.96939,IGREJA PENTECOSTAL AVIVAMENTO DE FE DO BRASIL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2778,310620060690144P,-19.822715,-43.968167,IGREJA PENTECOSTAL AVIVAMENTO DEUS E CONOSCO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2779,310620005620764P,-19.936542,-43.911976,IGREJA PENTECOSTAL AVIVANDO AS NACOES,AFRO-BRASILEIRA,Afro-brasileira
2780,310620005670759P,-19.947767,-43.99876,IGREJA PENTECOSTAL BALUARTE DA VERDADE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2781,310620060640332P,-19.853389,-43.886291,IGREJA PENTECOSTAL BATALHA FINAL SHALON,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2782,310620005670781P,-19.955296,-43.991435,IGREJA PENTECOSTAL BETEL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2783,310620005630371P,-19.914138,-43.889325,IGREJA PENTECOSTAL BODAS DO CORDEIRO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2784,310620060640304P,-19.852928,-43.900777,IGREJA PENTECOSTAL BRASAS DE FOGO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2785,310620060690288P,-19.817064,-43.952129,IGREJA PENTECOSTAL BRASAS VIVA DO PODER,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2786,310620005670738P,-19.951578,-43.971761,IGREJA PENTECOSTAL BRASAS VIVAS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2787,310620005670790P,-19.953693,-43.973252,IGREJA PENTECOSTAL BUSCAI A VIDA ETERNA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2788,310620060640006P,-19.848738,-43.898286,IGREJA PENTECOSTAL CAJADO DE FOGO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2789,310620060640076P,-19.849044,-43.875998,IGREJA PENTECOSTAL CAMINHO DA PAZ,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2790,310620060640073P,-19.831314,-43.888672,IGREJA PENTECOSTAL CAMINHO DA PAZ,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2791,310620005650627P,-19.902399,-43.950736,IGREJA PENTECOSTAL CAMPO DECRESGATE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2792,310620005670147P,-19.943805,-43.995425,IGREJA PENTECOSTAL CASA DE ORACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2793,310620025610578P,-20.013685,-44.032612,IGREJA PENTECOSTAL CASA DE ORACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2794,310620025610410P,-19.987629,-44.051893,IGREJA PENTECOSTAL CASA DE ORACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2795,310620005620129P,-19.942971,-43.910011,IGREJA PENTECOSTAL CASA DE ORACAO MORADA DE JESUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2796,310620005680389P,-19.887119,-43.985087,IGREJA PENTECOSTAL CASA DO OLEIRO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2797,310620060690280P,-19.816676,-44.001412,IGREJA PENTECOSTAL CASA DO SENHOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2798,310620005670115P,-19.957464,-43.998879,IGREJA PENTECOSTAL CEDRO DA RESTAURACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2799,310620060690146P,-19.828601,-43.963164,IGREJA PENTECOSTAL CELEIRO DE BENCAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2800,310620025610309P,-19.987726,-44.005194,IGREJA PENTECOSTAL CELEIRO DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2801,310620060640126P,-19.870531,-43.910095,IGREJA PENTECOSTAL CENTRO DA JUSTICA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2802,310620005680309P,-19.902081,-43.990266,IGREJA PENTECOSTAL CHAMA DE FOGO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2803,310620005670053P,-19.955648,-43.969638,IGREJA PENTECOSTAL CHAMA DO ARREBATAMENTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2804,310620060660005P,-19.836799,-43.93043,IGREJA PENTECOSTAL CHAMAS NO ALTAR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2805,310620005620099P,-19.931557,-43.916799,IGREJA PENTECOSTAL CHUVA DE BENCAOS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2806,310620005620295P,-19.954385,-43.943434,IGREJA PENTECOSTAL CLAMANDO A SALVALCAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2807,310620060660193P,-19.830623,-43.903262,IGREJA PENTECOSTAL COLUNA DA VIDA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2808,310620005650115P,-19.909499,-44.006814,IGREJA PENTECOSTAL COLUNA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2809,310620005620062P,-19.941288,-43.911139,IGREJA PENTECOSTAL COLUNA DE FOGO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2810,310620060660237P,-19.86064,-43.926819,IGREJA PENTECOSTAL COLUNA E FIRMEZA DA VERDADE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2811,310620060660239P,-19.860554,-43.926657,IGREJA PENTECOSTAL COLUNA E FIRMEZQ DA VERDADE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2812,310620005640143P,-19.865021,-43.926205,IGREJA PENTECOSTAL COLUNA VIDA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2813,310620060660185P,-19.800385,-43.924643,IGREJA PENTECOSTAL COM EL SHADAY CORDEIRO FORTE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2814,310620060640077P,-19.856651,-43.882615,IGREJA PENTECOSTAL COMUNHAO COM DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2815,310620005650353P,-19.902326,-43.954225,IGREJA PENTECOSTAL COMUNIDADE HEBROM,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2816,310620005650371P,-19.905897,-43.953402,IGREJA PENTECOSTAL CORACAO DO PAI,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2817,310620005650656P,-19.912313,-44.002567,IGREJA PENTECOSTAL CORDEIRO DE CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2818,310620005620101P,-19.93184,-43.915559,IGREJA PENTECOSTAL CORDEIRO DE CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2819,310620005630254P,-19.915351,-43.884943,IGREJA PENTECOSTAL CORDEIRO DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2820,310620005650212P,-19.919003,-44.008406,IGREJA PENTECOSTAL CORDEIRO SANTO DE SIAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2821,310620060660363P,-19.830575,-43.906362,IGREJA PENTECOSTAL CRESCENDO COM CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2822,310620060690442P,-19.830515,-43.981341,IGREJA PENTECOSTAL CRISTO NA TERRA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2823,310620005670139P,-19.944292,-43.997581,IGREJA PENTECOSTAL CRISTO UNICA ESPERANCA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2824,310620005660005P,-19.845151,-43.94984,IGREJA PENTECOSTAL CRISTO VIVO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2825,310620005630254P,-19.917189,-43.885048,IGREJA PENTECOSTAL CURA DA ALMA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2826,310620060690212P,-19.795831,-43.965967,IGREJA PENTECOSTAL CURA NA ALMA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2827,310620060640341P,-19.829628,-43.884246,IGREJA PENTECOSTAL DA BIBLIA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2828,310620005670144P,-19.94773,-43.995093,IGREJA PENTECOSTAL DA GLORIA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2829,310620005630500P,-19.923959,-43.872376,IGREJA PENTECOSTAL DA MISSAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2830,310620025610130P,-20.018041,-44.025143,IGREJA PENTECOSTAL DA RESTAURACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2831,310620005670238P,-19.945218,-43.963391,IGREJA PENTECOSTAL DA SANTIFICACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2832,310620060640060P,-19.859938,-43.901435,IGREJA PENTECOSTAL DA UNCAO DIVINA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2833,310620005630127P,-19.906277,-43.889289,IGREJA PENTECOSTAL DA VITORIA MINISTERIO KADOSH,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2834,310620060640199P,-19.865893,-43.907625,IGREJA PENTECOSTAL DE DEUS JEOVA SHAMA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2835,310620005670605P,-19.952016,-43.999923,IGREJA PENTECOSTAL DE JESUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2836,310620025610003P,-20.001168,-44.017878,IGREJA PENTECOSTAL DE JESUS CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2837,310620005630171P,-19.915164,-43.889048,IGREJA PENTECOSTAL DE JESUS CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2838,310620025610130P,-20.018378,-44.030086,IGREJA PENTECOSTAL DE JESUS CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2839,310620060660241P,-19.84051,-43.92091,IGREJA PENTECOSTAL DE JESUS CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2840,310620060640209P,-19.864545,-43.919747,IGREJA PENTECOSTAL DE JESUS CRISTO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2841,310620005620655P,-19.938202,-43.904045000000004,IGREJA PENTECOSTAL DE ORACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2842,310620025610525P,-20.007521,-44.009496,IGREJA PENTECOSTAL DESPERTAI,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2843,310620005670062P,-19.966633,-43.981169,IGREJA PENTECOSTAL DEUS 0 LIBERTADOR DE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2844,310620005650222P,-19.915286,-44.022714,IGREJA PENTECOSTAL DEUS ALTISSIMO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2845,310620060690161P,-19.833084,-43.984851,IGREJA PENTECOSTAL DEUS AMA VOCE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2846,310620060690412P,-19.802992,-43.985907,IGREJA PENTECOSTAL DEUS AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2847,310620005670053P,-19.955305,-43.969159,IGREJA PENTECOSTAL DEUS E ALIANCA RESGATANDO VIDAS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2848,310620005620747P,-19.942289,-43.953363,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2849,310620005640121P,-19.880219,-43.920859,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2850,310620005670346P,-19.952196,-43.974661,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2851,310620025610039P,-20.006710000000002,-44.03034,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2852,310620005680009P,-19.881306,-43.985775,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2853,310620060690280P,-19.816612,-44.001498,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2854,310620060690366P,-19.801046,-43.96113,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2855,310620060640087P,-19.855963,-43.91079,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2856,310620060640177P,-19.863471,-43.90272,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2857,310620025610593P,-20.01052,-44.012149,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2858,310620060640122P,-19.829627,-43.867808,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2859,310620005630128P,-19.909147,-43.88923,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2860,310620060640017P,-19.842582,-43.895757,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2861,310620005680312P,-19.895259,-43.98997,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2862,310620025610465P,-19.983933,-44.035407,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2863,310620025610337P,-20.015167,-44.027505,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2864,310620060640172P,-19.850645,-43.908169,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2865,310620060690218P,-19.801045,-43.962017,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2866,310620005670031P,-19.952513,-43.989793,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2867,310620025610534P,-20.009598,-44.039469,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2868,310620005670142P,-19.944271,-43.997443,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2869,310620060660374P,-19.81137,-43.93799,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2870,310620025610221P,-19.974512,-43.995479,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2871,310620005670067P,-19.961773,-43.995161,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2872,310620005670167P,-19.948935,-43.969106,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2873,310620005620108P,-19.933087,-43.906685,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2874,310620005670122P,-19.951243,-43.998346,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2875,310620005620117P,-19.935788,-43.91058,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2876,310620060660190P,-19.815823,-43.894113,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2877,310620060660120P,-19.849353,-43.939607,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2878,310620025610420P,-19.978565,-43.992573,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2879,310620005670035P,-19.94594,-43.988933,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2880,310620060690189P,-19.81068,-44.002193,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2881,310620005670727P,-19.935589,-44.012569,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2882,310620060640183P,-19.829907,-43.895003,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2883,310620005620101P,-19.931598,-43.916233,IGREJA PENTECOSTAL DEUS E AMOR,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2884,310620005650583P,-19.916334,-43.996086,IGREJA PENTECOSTAL DEUS E BOM,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2885,310620005650633P,-19.90518,-43.948519,IGREJA PENTECOSTAL DEUS E FIEL,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2886,310620060690098P,-19.807102,-43.996918,IGREJA PENTECOSTAL DEUS E LUZ,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2887,310620060640123P,-19.837829,-43.870466,IGREJA PENTECOSTAL DEUS E NOSSO REFUGIO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2888,310620060640123P,-19.837729,-43.870449,IGREJA PENTECOSTAL DEUS E NOSSO REFUGIO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2889,310620005670006P,-19.956802,-43.987067,IGREJA PENTECOSTAL DEUS E O LIBERTADOR D,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2890,310620060690261P,-19.802186,-43.976452,IGREJA PENTECOSTAL DEUS ETERNO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2891,310620060690520P,-19.812483,-43.993198,IGREJA PENTECOSTAL DEUS FAZ,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2892,310620060640081P,-19.864167,-43.902401,IGREJA PENTECOSTAL DEUS PROVIDENCIA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2893,310620060660068P,-19.832582,-43.916796,IGREJA PENTECOSTAL DEUS VIVO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2894,310620005620131P,-19.940375,-43.909871,IGREJA PENTECOSTAL DIANTE DO TRONO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2895,310620005630360P,-19.897887,-43.891117,IGREJA PENTECOSTAL DO DEUS VIVO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2896,310620005630172P,-19.917028,-43.887401,IGREJA PENTECOSTAL DO DEUS VIVO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2897,310620025610505P,-20.0163,-44.036553,IGREJA PENTECOSTAL DO FAVOR DIVINO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2898,310620025610523P,-19.973577,-44.049662,IGREJA PENTECOSTAL DO FILHO DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2899,310620060660382P,-19.801605,-43.924601,IGREJA PENTECOSTAL DO REINO DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2900,310620025610223P,-19.975738,-43.99373,IGREJA PENTECOSTAL DOS ADORADORES,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2901,310620005620710P,-19.917949,-43.943486,IGREJA PENTECOSTAL E LIVRARIA EVANGELICA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2902,310620025610074P,-20.016947,-44.034099,IGREJA PENTECOSTAL EFRAIM REST DA ALIANCA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2903,310620025610068P,-20.01747,-44.02527,IGREJA PENTECOSTAL EFRAIM RESTAURACAO DA ALIANCA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2904,310620025610043P,-20.004202,-44.033518,IGREJA PENTECOSTAL ENCONTRO DE ADORACAO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2905,310620060640019P,-19.849757,-43.88335,IGREJA PENTECOSTAL EREN KADAK,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2906,310620005640127P,-19.87318,-43.947231,IGREJA PENTECOSTAL EU TENHO UM CHAMADO,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2907,310620060640111P,-19.871807,-43.89855,IGREJA PENTECOSTAL EVANGELICA CHAMA VIVA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2908,310620060640289P,-19.84976,-43.879257,IGREJA PENTECOSTAL EVANGELICA CHAMA VIVA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2909,310620060660115P,-19.852798,-43.932238,IGREJA PENTECOSTAL EXCELENCIA DE DEUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2910,310620025610128P,-20.020695,-44.035095,IGREJA PENTECOSTAL EXERCITO ELCHADAY,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2911,310620005630262P,-19.915243,-43.880602,IGREJA PENTECOSTAL EXPLOSAO DA FE,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2912,310620060660430P,-19.804078,-43.906099,IGREJA PENTECOSTAL EXPLOSAO DE MILAGRES,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2913,310620060660181P,-19.79831,-43.932379,IGREJA PENTECOSTAL FAMILIA DE JESUS,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
2914,310620005670167P,-19.951578,-43.966885,IGREJA PENTECOSTAL FE E GLORIA,PENTECOSTAL CLÁSSICA,Protestante/Evangélica
